run_id,chan_id,detection method,0,1,accuracy,macro avg,weighted avg
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,predictor only,"{'precision': 0.9165848871442591, 'recall': 0.9734236581552892, 'f1-score': 0.9441496082891079, 'support': 1919}","{'precision': 0.7594339622641509, 'recall': 0.486404833836858, 'f1-score': 0.5930018416206262, 'support': 331}",0.9017777777777778,"{'precision': 0.838009424704205, 'recall': 0.7299142459960736, 'f1-score': 0.768575724954867, 'support': 2250}","{'precision': 0.8934662399730077, 'recall': 0.9017777777777778, 'f1-score': 0.8924918701703224, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,distance checker only,"{'precision': 0.8762557077625571, 'recall': 1.0, 'f1-score': 0.9340472134339256, 'support': 1919}","{'precision': 1.0, 'recall': 0.18126888217522658, 'f1-score': 0.3069053708439897, 'support': 331}",0.8795555555555555,"{'precision': 0.9381278538812785, 'recall': 0.5906344410876133, 'f1-score': 0.6204762921389577, 'support': 2250}","{'precision': 0.8944598680872654, 'recall': 0.8795555555555555, 'f1-score': 0.8417876801462506, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,speed checker only,"{'precision': 0.8528888888888889, 'recall': 1.0, 'f1-score': 0.9206044615015592, 'support': 1919}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 331}",0.8528888888888889,"{'precision': 0.42644444444444446, 'recall': 0.5, 'f1-score': 0.4603022307507796, 'support': 2250}","{'precision': 0.7274194567901234, 'recall': 0.8528888888888889, 'f1-score': 0.7851733162762188, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,physical consistency checker only,"{'precision': 0.8762557077625571, 'recall': 1.0, 'f1-score': 0.9340472134339256, 'support': 1919}","{'precision': 1.0, 'recall': 0.18126888217522658, 'f1-score': 0.3069053708439897, 'support': 331}",0.8795555555555555,"{'precision': 0.9381278538812785, 'recall': 0.5906344410876133, 'f1-score': 0.6204762921389577, 'support': 2250}","{'precision': 0.8944598680872654, 'recall': 0.8795555555555555, 'f1-score': 0.8417876801462506, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,Proposed method,"{'precision': 0.9165848871442591, 'recall': 0.9734236581552892, 'f1-score': 0.9441496082891079, 'support': 1919}","{'precision': 0.7594339622641509, 'recall': 0.486404833836858, 'f1-score': 0.5930018416206262, 'support': 331}",0.9017777777777778,"{'precision': 0.838009424704205, 'recall': 0.7299142459960736, 'f1-score': 0.768575724954867, 'support': 2250}","{'precision': 0.8934662399730077, 'recall': 0.9017777777777778, 'f1-score': 0.8924918701703224, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,predictor only (adv.),"{'precision': 0.8564878496102705, 'recall': 0.9734236581552892, 'f1-score': 0.9112195121951219, 'support': 1919}","{'precision': 0.2608695652173913, 'recall': 0.054380664652567974, 'f1-score': 0.09, 'support': 331}",0.8382222222222222,"{'precision': 0.5586787074138309, 'recall': 0.5139021614039286, 'f1-score': 0.500609756097561, 'support': 2250}","{'precision': 0.7688657819951402, 'recall': 0.8382222222222222, 'f1-score': 0.7904089972899728, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,distance checker only (adv.),"{'precision': 0.8929734760353653, 'recall': 1.0, 'f1-score': 0.9434611602753195, 'support': 1919}","{'precision': 1.0, 'recall': 0.30513595166163143, 'f1-score': 0.4675925925925926, 'support': 331}",0.8977777777777778,"{'precision': 0.9464867380176827, 'recall': 0.6525679758308157, 'f1-score': 0.7055268764339561, 'support': 2250}","{'precision': 0.9087182668941626, 'recall': 0.8977777777777778, 'f1-score': 0.8734556065406606, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,speed checker only (adv.),"{'precision': 0.8528888888888889, 'recall': 1.0, 'f1-score': 0.9206044615015592, 'support': 1919}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 331}",0.8528888888888889,"{'precision': 0.42644444444444446, 'recall': 0.5, 'f1-score': 0.4603022307507796, 'support': 2250}","{'precision': 0.7274194567901234, 'recall': 0.8528888888888889, 'f1-score': 0.7851733162762188, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,physical consistency checker only (adv.),"{'precision': 0.8929734760353653, 'recall': 1.0, 'f1-score': 0.9434611602753195, 'support': 1919}","{'precision': 1.0, 'recall': 0.30513595166163143, 'f1-score': 0.4675925925925926, 'support': 331}",0.8977777777777778,"{'precision': 0.9464867380176827, 'recall': 0.6525679758308157, 'f1-score': 0.7055268764339561, 'support': 2250}","{'precision': 0.9087182668941626, 'recall': 0.8977777777777778, 'f1-score': 0.8734556065406606, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_45_Vehicle3,Proposed method (adv.),"{'precision': 0.8903717826501429, 'recall': 0.9734236581552892, 'f1-score': 0.9300472989793378, 'support': 1919}","{'precision': 0.6644736842105263, 'recall': 0.30513595166163143, 'f1-score': 0.4182194616977226, 'support': 331}",0.8751111111111111,"{'precision': 0.7774227334303346, 'recall': 0.6392798049084603, 'f1-score': 0.6741333803385302, 'support': 2250}","{'precision': 0.8571396623908039, 'recall': 0.8751111111111111, 'f1-score': 0.8547517371392425, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,predictor only,"{'precision': 0.9233734939759036, 'recall': 0.9984366857738406, 'f1-score': 0.9594391587381073, 'support': 1919}","{'precision': 0.9828571428571429, 'recall': 0.5196374622356495, 'f1-score': 0.6798418972332015, 'support': 331}",0.928,"{'precision': 0.9531153184165233, 'recall': 0.7590370740047451, 'f1-score': 0.8196405279856545, 'support': 2250}","{'precision': 0.932124199655766, 'recall': 0.928, 'f1-score': 0.9183072949344967, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,distance checker only,"{'precision': 0.8758557736193519, 'recall': 1.0, 'f1-score': 0.9338199513381995, 'support': 1919}","{'precision': 1.0, 'recall': 0.1782477341389728, 'f1-score': 0.30256410256410254, 'support': 331}",0.8791111111111111,"{'precision': 0.9379278868096759, 'recall': 0.5891238670694864, 'f1-score': 0.618192026951151, 'support': 2250}","{'precision': 0.8941187687002383, 'recall': 0.8791111111111111, 'f1-score': 0.8409552020296546, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,speed checker only,"{'precision': 0.8526924788607032, 'recall': 0.9984366857738406, 'f1-score': 0.9198271723475757, 'support': 1919}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 331}",0.8515555555555555,"{'precision': 0.4263462394303516, 'recall': 0.4992183428869203, 'f1-score': 0.45991358617378786, 'support': 2250}","{'precision': 0.7272519408594175, 'recall': 0.8515555555555555, 'f1-score': 0.7845103749933323, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,physical consistency checker only,"{'precision': 0.8756855575868373, 'recall': 0.9984366857738406, 'f1-score': 0.9330411492573655, 'support': 1919}","{'precision': 0.9516129032258065, 'recall': 0.1782477341389728, 'f1-score': 0.3002544529262086, 'support': 331}",0.8777777777777778,"{'precision': 0.913649230406322, 'recall': 0.5883422099564067, 'f1-score': 0.6166478010917871, 'support': 2250}","{'precision': 0.8868553137675034, 'recall': 0.8777777777777778, 'f1-score': 0.8399511952637598, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,Proposed method,"{'precision': 0.9232625482625483, 'recall': 0.9968733715476811, 'f1-score': 0.9586569782009521, 'support': 1919}","{'precision': 0.9662921348314607, 'recall': 0.5196374622356495, 'f1-score': 0.6758349705304518, 'support': 331}",0.9266666666666666,"{'precision': 0.9447773415470044, 'recall': 0.7582554168916653, 'f1-score': 0.8172459743657019, 'support': 2250}","{'precision': 0.9295926785533528, 'recall': 0.9266666666666666, 'f1-score': 0.9170507184058695, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,predictor only (adv.),"{'precision': 0.861123595505618, 'recall': 0.9984366857738406, 'f1-score': 0.9247104247104249, 'support': 1919}","{'precision': 0.88, 'recall': 0.06646525679758308, 'f1-score': 0.12359550561797754, 'support': 331}",0.8613333333333333,"{'precision': 0.8705617977528091, 'recall': 0.5324509712857118, 'f1-score': 0.5241529651642012, 'support': 2250}","{'precision': 0.8639005243445693, 'recall': 0.8613333333333333, 'f1-score': 0.8068575188350471, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,distance checker only (adv.),"{'precision': 0.9009389671361502, 'recall': 1.0, 'f1-score': 0.9478883674981476, 'support': 1919}","{'precision': 1.0, 'recall': 0.36253776435045315, 'f1-score': 0.532150776053215, 'support': 331}",0.9062222222222223,"{'precision': 0.9504694835680751, 'recall': 0.6812688821752266, 'f1-score': 0.7400195717756813, 'support': 2250}","{'precision': 0.9155119457485654, 'recall': 0.9062222222222223, 'f1-score': 0.8867287484900264, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,speed checker only (adv.),"{'precision': 0.8526924788607032, 'recall': 0.9984366857738406, 'f1-score': 0.9198271723475757, 'support': 1919}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 331}",0.8515555555555555,"{'precision': 0.4263462394303516, 'recall': 0.4992183428869203, 'f1-score': 0.45991358617378786, 'support': 2250}","{'precision': 0.7272519408594175, 'recall': 0.8515555555555555, 'f1-score': 0.7845103749933323, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,physical consistency checker only (adv.),"{'precision': 0.9007992477668078, 'recall': 0.9984366857738406, 'f1-score': 0.9471082550667326, 'support': 1919}","{'precision': 0.975609756097561, 'recall': 0.36253776435045315, 'f1-score': 0.5286343612334801, 'support': 331}",0.9048888888888889,"{'precision': 0.9382045019321843, 'recall': 0.6804872250621469, 'f1-score': 0.7378713081501063, 'support': 2250}","{'precision': 0.911804704770132, 'recall': 0.9048888888888889, 'f1-score': 0.8855460955739296, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_38_Vehicle3,Proposed method (adv.),"{'precision': 0.9006591337099812, 'recall': 0.9968733715476811, 'f1-score': 0.9463269849121938, 'support': 1919}","{'precision': 0.9523809523809523, 'recall': 0.36253776435045315, 'f1-score': 0.525164113785558, 'support': 331}",0.9035555555555556,"{'precision': 0.9265200430454668, 'recall': 0.6797055679490671, 'f1-score': 0.7357455493488759, 'support': 2250}","{'precision': 0.9082679879233552, 'recall': 0.9035555555555556, 'f1-score': 0.8843692469820087, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,predictor only,"{'precision': 0.9226160758861708, 'recall': 0.9630015633142261, 'f1-score': 0.9423763386027537, 'support': 1919}","{'precision': 0.7125506072874493, 'recall': 0.5317220543806647, 'f1-score': 0.6089965397923874, 'support': 331}",0.8995555555555556,"{'precision': 0.8175833415868101, 'recall': 0.7473618088474454, 'f1-score': 0.7756864391975706, 'support': 2250}","{'precision': 0.8917131113945367, 'recall': 0.8995555555555556, 'f1-score': 0.893332465977762, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,distance checker only,"{'precision': 0.8718309859154929, 'recall': 0.9676915059927045, 'f1-score': 0.9172635218572487, 'support': 1919}","{'precision': 0.48333333333333334, 'recall': 0.17522658610271905, 'f1-score': 0.2572062084257206, 'support': 331}",0.8511111111111112,"{'precision': 0.6775821596244131, 'recall': 0.5714590460477118, 'f1-score': 0.5872348651414847, 'support': 2250}","{'precision': 0.814678664580073, 'recall': 0.8511111111111112, 'f1-score': 0.8201617570813217, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,speed checker only,"{'precision': 0.8528888888888889, 'recall': 1.0, 'f1-score': 0.9206044615015592, 'support': 1919}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 331}",0.8528888888888889,"{'precision': 0.42644444444444446, 'recall': 0.5, 'f1-score': 0.4603022307507796, 'support': 2250}","{'precision': 0.7274194567901234, 'recall': 0.8528888888888889, 'f1-score': 0.7851733162762188, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,physical consistency checker only,"{'precision': 0.8718309859154929, 'recall': 0.9676915059927045, 'f1-score': 0.9172635218572487, 'support': 1919}","{'precision': 0.48333333333333334, 'recall': 0.17522658610271905, 'f1-score': 0.2572062084257206, 'support': 331}",0.8511111111111112,"{'precision': 0.6775821596244131, 'recall': 0.5714590460477118, 'f1-score': 0.5872348651414847, 'support': 2250}","{'precision': 0.814678664580073, 'recall': 0.8511111111111112, 'f1-score': 0.8201617570813217, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,Proposed method,"{'precision': 0.9201442555383823, 'recall': 0.9306930693069307, 'f1-score': 0.9253886010362694, 'support': 1919}","{'precision': 0.56957928802589, 'recall': 0.5317220543806647, 'f1-score': 0.55, 'support': 331}",0.872,"{'precision': 0.7448617717821362, 'recall': 0.7312075618437976, 'f1-score': 0.7376943005181347, 'support': 2250}","{'precision': 0.868572253650989, 'recall': 0.872, 'f1-score': 0.8701647668393782, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,predictor only (adv.),"{'precision': 0.8575406032482599, 'recall': 0.9630015633142261, 'f1-score': 0.9072164948453608, 'support': 1919}","{'precision': 0.25263157894736843, 'recall': 0.07250755287009064, 'f1-score': 0.11267605633802817, 'support': 331}",0.832,"{'precision': 0.5550860910978141, 'recall': 0.5177545580921584, 'f1-score': 0.5099462755916945, 'support': 2250}","{'precision': 0.7685517645622176, 'recall': 0.832, 'f1-score': 0.7903307681138377, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,distance checker only (adv.),"{'precision': 0.8927884615384616, 'recall': 0.9676915059927045, 'f1-score': 0.9287321830457614, 'support': 1919}","{'precision': 0.6352941176470588, 'recall': 0.32628398791540786, 'f1-score': 0.4311377245508982, 'support': 331}",0.8733333333333333,"{'precision': 0.7640412895927602, 'recall': 0.6469877469540561, 'f1-score': 0.6799349537983298, 'support': 2250}","{'precision': 0.8549081825037708, 'recall': 0.8733333333333333, 'f1-score': 0.8555305093738504, 'support': 2250}"
2021-09-05_10.11.40_bsize512_nEpoch500_nWindow20,progAttack_rule_Acce5_NoisySensor_2021-08-31_16_41_Vehicle3,speed checker only (adv.),"{'precision': 0.8528888888888889, 'recall': 1.0, 'f1-score': 0.9206044615015592, 'support': 1919}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 331}",0.8528888888888889,"{'precision': 0.42644444444444446, 'recall': 0.5, 'f1-score': 0.4603022307507796, 'support': 2250}","{'precision': 0.7274194567901234, 'recall': 0.8528888888888889, 'f1-score': 0.7851733162762188, 'support': 2250}"
